@relation 'baseball_trim-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P20.0-weka.filters.unsupervised.attribute.Remove-R9,44-weka.filters.unsupervised.attribute.Remove-R16,30-weka.filters.unsupervised.attribute.Standardize'

@attribute ﻿AAB numeric
@attribute AGDP numeric
@attribute ALOB numeric
@attribute AER numeric
@attribute AS numeric
@attribute AIR numeric
@attribute AIS numeric
@attribute AWP numeric
@attribute AA numeric
@attribute AE numeric
@attribute ASB numeric
@attribute ACS numeric
@attribute AOBP numeric
@attribute HTPA numeric
@attribute HAB numeric
@attribute HH numeric
@attribute HHR numeric
@attribute HRBI numeric
@attribute HBB numeric
@attribute HHBP numeric
@attribute HSO numeric
@attribute HGO numeric
@attribute HFO numeric
@attribute HPIT numeric
@attribute HGDP numeric
@attribute HLOB numeric
@attribute HTBF numeric
@attribute HHT numeric
@attribute HER numeric
@attribute HPBB numeric
@attribute HPHBP numeric
@attribute HK numeric
@attribute HPHR numeric
@attribute HPGO numeric
@attribute HPFO numeric
@attribute HPPIT numeric
@attribute HS numeric
@attribute HIR numeric
@attribute HIS numeric
@attribute HWP numeric
@attribute HA numeric
@attribute HE numeric
@attribute HSB numeric
@attribute HCS numeric
@attribute HOBP numeric
@attribute Winner {Away,Home,Draw}

@data
-0.739396,3.502937,-0.57392,-0.535133,-0.223843,0.440425,-0.636798,0.745293,-0.114835,-0.771631,0.433967,-0.519267,-0.203947,-0.329571,-0.424435,-0.651821,-0.895621,-0.861018,0.553723,-0.65879,-0.949655,0.106237,1.020044,-0.266026,1.432463,-0.17126,-0.016261,0.365993,0.913099,0.175433,0.604189,-0.023665,-0.930203,0.279513,-0.698906,0.425818,-0.125262,1.368609,2.695396,-0.611886,2.008765,0.307566,-0.688864,-0.500337,-0.244149,Away
0.842778,1.284668,0.632991,-0.23108,-0.044415,-0.024244,0.235009,-0.692773,0.631269,-0.771631,2.566708,-0.519267,4.894718,0.472559,0.771889,0.172513,0.083432,-0.276156,-0.358571,-0.65879,0.114082,-0.298308,1.020044,0.163651,-0.914165,-0.347108,1.062605,0.620155,0.068996,1.068125,-0.677762,1.488241,-0.003224,-0.077643,-0.409061,1.889035,1.241855,-0.051025,-0.616255,3.661407,0.356347,0.307566,-0.688864,1.443539,-0.244149,Away
0.616753,-0.933602,-0.57392,-1.447292,-0.433177,-0.95358,-0.636798,0.745293,-0.860939,0.454026,-0.632404,1.471257,-0.203947,-0.730635,-0.18517,-1.201377,-0.895621,-1.445879,-0.814718,-0.65879,0.114082,0.915327,0.338434,-1.340219,-0.914165,0.004587,-0.016261,0.620155,0.068996,-0.717258,-0.677762,0.354312,1.850734,-0.791955,0.170631,0.425818,0.594274,-0.997447,-0.616255,0.812545,-0.635103,-0.764255,-0.688864,-0.500337,-0.244149,Away
0.390728,2.393803,-0.056672,-0.23108,0.164918,-0.024244,-0.636798,0.745293,1.004321,-0.771631,3.633079,-0.519267,-0.203947,1.274688,1.250419,1.546403,-0.895621,-0.568587,0.097576,2.266341,0.468661,0.510782,-1.024785,0.55036,2.605777,2.290606,0.343361,0.874317,0.913099,0.621779,-0.677762,-0.023665,-0.930203,0.279513,-0.409061,0.385173,0.234506,2.315031,2.695396,0.812545,0.686831,-0.764255,-0.688864,-0.500337,-0.244149,Away
1.068803,0.175533,1.322655,-0.535133,-0.283653,-0.95358,-0.636798,-0.692773,0.258217,-0.771631,-0.632404,1.471257,-0.203947,0.272026,0.771889,0.447291,-0.895621,-0.568587,-0.814718,-0.65879,-0.240497,0.915327,-0.002371,-1.168348,-0.914165,0.356283,1.062605,1.128479,0.631732,0.175433,1.886139,-0.023665,2.777713,-1.149111,0.460477,0.466462,0.666227,-0.997447,-0.616255,-0.611886,-0.965587,0.307566,0.439617,-0.500337,-0.244149,Away
-0.739396,-0.933602,-1.608416,0.072973,-0.193939,-0.95358,-0.636798,3.621426,-1.607044,-0.771631,0.433967,-0.519267,-0.203947,-1.1317,-1.14223,-0.651821,1.062485,-0.276156,-0.814718,0.803775,-0.240497,-1.511942,0.679239,-0.480865,-0.914165,-1.753889,-1.095128,-0.904817,-0.493739,-0.717258,-0.677762,-0.779617,0.923755,-0.077643,0.315554,-0.590306,-0.413076,-0.524236,-0.616255,-0.611886,0.356347,-0.764255,-0.688864,-0.500337,-0.244149,Home
-0.513371,-0.933602,-0.401504,1.897291,-0.343462,-0.024244,0.235009,-0.692773,2.123478,1.679683,-0.632404,1.471257,-0.203947,0.071494,-0.18517,2.095958,1.062485,1.770858,-0.358571,-0.65879,-1.658812,-0.702853,-0.683981,-0.695703,3.779091,0.004587,-0.915317,-0.650655,-0.775107,-0.717258,-0.677762,0.732288,-0.930203,-1.149111,0.170631,-1.19998,-1.132611,-0.524236,0.211658,-0.611886,-0.965587,-0.764255,-0.688864,1.443539,-0.244149,Home
-1.191446,-0.933602,-0.056672,-1.143239,0.045299,-0.488912,-0.636798,0.745293,-0.114835,-0.771631,-0.632404,-0.519267,-0.203947,-0.730635,-1.14223,-1.476155,-0.895621,-1.153448,0.553723,-0.65879,2.596134,-0.702853,-1.706395,0.077715,0.259149,-0.17126,-0.555694,-1.158979,-0.775107,-0.270912,0.604189,1.110265,-0.930203,-1.149111,-0.119215,-0.305791,-0.70089,-0.051025,-0.616255,-0.611886,-0.635103,0.307566,-0.688864,-0.500337,-0.244149,Away
-1.417471,1.284668,-0.746336,0.985132,0.224728,-0.488912,0.235009,-0.692773,-0.860939,0.454026,-0.632404,1.471257,-0.203947,0.472559,0.771889,1.271625,1.062485,1.478428,-0.358571,-0.65879,0.114082,-0.298308,-0.002371,0.507393,0.259149,0.180435,-0.915317,-0.904817,-0.775107,1.068125,-0.677762,-1.53557,-0.930203,-1.149111,0.605399,-0.102567,-0.628936,-0.997447,-0.616255,-0.611886,-0.30462,-0.764255,1.568098,-0.500337,-0.244149,Home
0.390728,-0.933602,0.632991,-1.143239,-0.373367,-0.024244,-0.636798,-0.692773,-0.114835,-0.771631,-0.632404,-0.519267,-0.203947,-1.332232,-0.424435,-1.201377,-0.895621,-1.153448,-1.727011,-0.65879,0.114082,0.106237,0.679239,-1.340219,-0.914165,-1.050498,0.702983,0.365993,0.913099,0.621779,0.604189,0.354312,0.923755,0.279513,-0.264138,1.116781,0.954041,0.422187,0.211658,0.812545,0.356347,0.307566,-0.688864,-0.500337,-0.244149,Away
-0.965421,-0.933602,-0.918752,-0.535133,-0.01451,-0.024244,-0.636798,0.745293,0.258217,-0.771631,-0.632404,1.471257,-0.203947,-0.329571,-0.902965,-0.926599,-0.895621,-0.568587,1.009869,0.803775,0.468661,-0.298308,-0.343176,0.335522,2.605777,-0.347108,-0.735505,-0.904817,-0.775107,0.175433,-0.677762,-0.401641,-0.003224,-0.077643,0.025708,-0.95611,-1.420425,-0.997447,-0.616255,-0.611886,0.025864,0.307566,-0.688864,-0.500337,3.65545,Away
1.746878,1.284668,1.839903,-0.839186,-0.134129,-0.95358,-0.636798,-0.692773,1.004321,-0.771631,0.433967,-0.519267,-0.203947,-0.931168,-1.620759,-1.750933,0.083432,-0.861018,1.466016,-0.65879,1.532397,0.106237,-1.706395,-0.094155,2.605777,-1.402193,1.78185,1.890965,1.757202,1.068125,0.604189,0.354312,2.777713,-0.077643,-0.119215,2.01097,1.673576,0.895398,0.211658,2.236976,-0.30462,0.307566,-0.688864,-0.500337,-0.244149,Away
1.068803,-0.933602,-1.263584,1.289185,0.374251,-0.488912,-0.636798,2.18336,0.258217,-0.771631,3.633079,-0.519267,-0.203947,0.873624,1.250419,0.996847,3.020591,0.893566,-0.814718,0.803775,1.177818,0.106237,-0.683981,0.980037,-0.914165,-0.874651,0.882794,0.874317,0.913099,-0.717258,-0.677762,-0.023665,0.923755,-0.077643,0.170631,0.060013,0.450367,-0.997447,-0.616255,-0.611886,-0.30462,-0.764255,0.439617,1.443539,-0.244149,Home
-0.287346,-0.933602,0.115744,-1.447292,-0.492986,-0.024244,-0.636798,0.745293,-0.114835,0.454026,1.500337,-0.519267,4.894718,-1.332232,-1.14223,-1.750933,-0.895621,-1.445879,-0.358571,-0.65879,-0.240497,-0.298308,1.020044,-1.082412,-0.914165,-1.578041,-0.016261,-0.904817,-1.056475,0.621779,-0.677762,0.732288,-0.930203,0.63667,-0.264138,0.019368,-0.197215,-0.997447,-0.616255,-0.611886,-0.30462,2.451207,-0.688864,-0.500337,-0.244149,Away
-1.191446,1.284668,-0.229088,-0.535133,0.075204,-0.024244,-0.636798,-0.692773,0.631269,0.454026,-0.632404,-0.519267,-0.203947,-0.329571,-0.18517,-0.102265,0.083432,-0.568587,-0.358571,-0.65879,-0.240497,0.510782,-0.343176,-0.266026,0.259149,-0.522955,-0.375883,-0.904817,-0.212371,1.068125,0.604189,-0.779617,0.923755,0.279513,-0.119215,-0.427726,-1.060658,-0.051025,0.211658,-0.611886,1.017315,0.307566,-0.688864,-0.500337,-0.244149,Away
0.390728,-0.933602,0.977823,-1.143239,-0.253748,-0.95358,-0.636798,-0.692773,1.004321,0.454026,0.433967,-0.519267,-0.203947,-0.530103,0.054095,-0.651821,0.083432,-0.861018,-0.814718,-0.65879,1.532397,0.915327,-1.36559,-0.695703,-0.914165,-0.698803,0.882794,0.365993,0.631732,1.51447,0.604189,-0.779617,-0.930203,0.279513,0.170631,0.791622,0.378413,-0.997447,-0.616255,-0.611886,0.356347,1.379386,-0.688864,-0.500337,3.65545,Away
2.198928,0.175533,0.805407,0.072973,-0.104225,-0.488912,-0.636798,-0.692773,-0.114835,-0.771631,-0.632404,-0.519267,-0.203947,0.472559,0.29336,0.172513,-0.895621,-0.276156,1.009869,-0.65879,-0.595076,-0.298308,1.020044,0.335522,1.432463,0.707978,2.501094,2.145127,0.913099,1.960816,-0.677762,-0.023665,-0.930203,0.279513,0.025708,2.498709,2.393112,2.315031,2.695396,-0.611886,0.025864,2.451207,0.439617,-0.500337,-0.244149,Away
-0.287346,0.175533,-0.57392,-0.23108,-0.253748,-0.95358,-0.636798,-0.692773,-0.860939,-0.771631,-0.632404,-0.519267,-0.203947,-1.733297,-1.381494,-1.750933,1.062485,-0.276156,-0.814718,-0.65879,2.241555,-0.298308,-1.706395,-1.254283,-0.914165,-2.457279,-0.735505,-0.650655,-0.493739,-0.717258,-0.677762,-1.157594,-0.003224,0.63667,0.315554,-0.427726,-0.413076,-0.997447,-0.616255,-0.611886,0.025864,-0.764255,-0.688864,-0.500337,-0.244149,Home
-1.191446,-0.933602,-1.780832,0.072973,-0.373367,-0.024244,-0.636798,-0.692773,-0.114835,-0.771631,-0.632404,-0.519267,-0.203947,-0.530103,-0.6637,0.172513,1.062485,-0.276156,0.097576,0.803775,-0.949655,-0.702853,0.338434,-0.910542,2.605777,0.356283,-1.45475,-1.667303,-1.056475,-1.163604,-0.677762,0.354312,-0.003224,1.708138,-0.698906,-0.95611,-0.844797,-0.997447,-0.616255,-0.611886,1.017315,0.307566,-0.688864,-0.500337,-0.244149,Home
-0.513371,1.284668,-0.401504,1.593238,0.075204,0.440425,0.235009,0.745293,-0.487887,-0.771631,-0.632404,1.471257,-0.203947,1.074156,1.728949,2.095958,0.083432,1.478428,-0.358571,-0.65879,-0.595076,-0.298308,0.679239,-0.394929,-0.914165,0.883825,-0.735505,-0.142331,-0.493739,-0.270912,-0.677762,-2.291523,-0.930203,0.279513,0.460477,-0.752885,-1.132611,-0.997447,-0.616255,0.812545,1.347798,-0.764255,-0.688864,-0.500337,-0.244149,Home
-0.287346,1.284668,0.28816,1.289185,0.135013,0.905093,1.106815,-0.692773,-0.114835,2.90534,-0.632404,-0.519267,-0.203947,0.071494,0.054095,-0.377043,1.062485,1.185997,0.097576,-0.65879,-0.240497,1.319871,-0.343176,0.292554,-0.914165,-0.522955,-1.095128,-0.396493,-1.056475,-1.609949,-0.677762,-0.779617,-0.930203,0.279513,0.170631,-1.159335,-0.556983,-0.997447,-0.616255,2.236976,-0.30462,0.307566,0.439617,-0.500337,-0.244149,Home
-0.287346,-0.933602,1.495071,-0.23108,-0.044415,-0.95358,-0.636798,0.745293,1.004321,0.454026,0.433967,-0.519267,-0.203947,0.472559,1.011154,0.996847,0.083432,0.601136,-0.358571,-0.65879,-1.304233,1.724416,-0.002371,-0.266026,0.259149,1.059673,0.16355,-0.650655,-0.212371,1.068125,0.604189,0.354312,-0.003224,0.279513,-0.119215,0.629042,0.018645,-0.051025,0.211658,-0.611886,-0.965587,0.307566,2.696578,-0.500337,-0.244149,Home
-0.965421,0.175533,-0.401504,1.897291,0.404156,-0.95358,-0.636798,-0.692773,-0.860939,-0.771631,-0.632404,-0.519267,-0.203947,0.673091,1.250419,1.82118,3.020591,1.770858,-0.358571,-0.65879,0.468661,-1.107397,-0.002371,1.023005,-0.914165,0.180435,-0.735505,-1.413141,-1.056475,0.621779,-0.677762,-0.779617,-0.003224,0.993826,0.025708,-0.305791,-0.556983,0.422187,-0.616255,0.812545,0.686831,1.379386,-0.688864,1.443539,-0.244149,Home
-0.287346,-0.933602,0.632991,-0.535133,0.135013,-0.024244,-0.636798,-0.692773,-0.860939,0.454026,-0.632404,-0.519267,-0.203947,0.071494,1.011154,0.172513,0.083432,-0.568587,-1.270865,-0.65879,0.114082,0.510782,0.679239,0.120683,-0.914165,-0.17126,0.343361,-0.650655,0.631732,1.51447,0.604189,-0.779617,0.923755,-1.863423,1.185091,0.872912,0.234506,0.895398,1.867483,2.236976,-1.957037,-0.764255,0.439617,-0.500337,-0.244149,Away
-0.287346,0.175533,0.977823,-1.447292,-0.433177,-0.95358,-0.636798,-0.692773,0.631269,2.90534,0.433967,1.471257,-0.203947,-1.332232,-1.381494,-1.476155,-0.895621,-0.861018,-0.358571,0.803775,-0.949655,-0.298308,1.020044,-0.910542,-0.914165,-0.347108,-0.016261,0.620155,-1.056475,0.175433,-0.677762,-1.157594,-0.930203,-0.434799,0.025708,-0.021277,-0.125262,-0.051025,-0.616255,0.812545,0.356347,0.307566,0.439617,1.443539,-0.244149,Draw
-0.739396,2.393803,-0.57392,0.072973,-0.01451,-0.024244,0.235009,-0.692773,1.377373,-0.771631,-0.632404,1.471257,-0.203947,-0.129038,-0.424435,0.172513,0.083432,0.016274,0.097576,0.803775,0.82324,0.106237,-1.706395,-0.351962,-0.914165,0.180435,-0.555694,-0.142331,-0.493739,0.175433,0.604189,-0.779617,-0.930203,0.279513,-0.264138,-0.183856,-0.413076,-0.997447,-0.616255,2.236976,0.686831,-0.764255,0.439617,1.443539,-0.244149,Home
0.616753,-0.933602,1.150239,2.201344,-0.044415,-0.95358,-0.636798,-0.692773,-0.114835,-0.771631,-0.632404,-0.519267,-0.203947,0.673091,1.011154,1.82118,1.062485,2.063289,-1.270865,2.266341,-0.949655,-0.702853,0.679239,-0.051188,-0.914165,-0.522955,-0.196072,0.365993,-1.337842,-1.163604,-0.677762,-0.023665,-0.930203,-0.791955,0.460477,-1.0374,-0.628936,-0.997447,-0.616255,-0.611886,-1.29607,-0.764255,-0.688864,-0.500337,-0.244149,Home
-0.061322,0.175533,0.28816,-1.143239,0.224728,-0.95358,-0.636798,-0.692773,-0.114835,-0.771631,0.433967,1.471257,-0.203947,0.071494,-0.424435,-1.201377,-0.895621,-1.153448,0.097576,3.728906,1.532397,-0.702853,-0.002371,0.378489,-0.914165,1.938911,0.16355,0.874317,0.068996,0.175433,-0.677762,-1.53557,-0.930203,-0.077643,0.025708,-0.183856,-0.125262,-0.997447,-0.616255,-0.611886,0.686831,0.307566,0.439617,-0.500337,-0.244149,Away
-0.061322,-0.933602,-0.229088,-0.23108,0.523775,-0.95358,-0.636798,-0.692773,0.631269,0.454026,-0.632404,1.471257,-0.203947,1.074156,0.771889,0.447291,1.062485,0.016274,-0.358571,2.266341,-0.595076,0.106237,1.020044,1.023005,-0.914165,-0.17126,-0.196072,-0.396493,-0.493739,-0.717258,-0.677762,-0.023665,0.923755,-0.077643,0.170631,0.385173,0.882088,-0.051025,0.211658,0.812545,1.017315,0.307566,0.439617,-0.500337,-0.244149,Home
-0.287346,1.284668,0.115744,0.377026,-0.283653,-0.488912,-0.636798,-0.692773,-0.487887,0.454026,-0.632404,-0.519267,-0.203947,-0.329571,0.054095,0.447291,2.041538,0.308705,-0.814718,0.803775,-1.304233,-0.298308,1.020044,-0.695703,0.259149,-0.347108,-0.735505,0.111831,-0.212371,-0.717258,-0.677762,-0.023665,-0.003224,0.279513,-0.409061,-0.630951,-0.413076,2.315031,1.03957,-0.611886,1.017315,-0.764255,0.439617,-0.500337,-0.244149,Home
-0.061322,0.175533,0.460575,2.505397,0.523775,-0.95358,-0.636798,0.745293,-0.860939,-0.771631,-0.632404,-0.519267,-0.203947,1.074156,1.011154,1.82118,1.062485,2.35572,0.553723,-0.65879,-1.304233,-1.107397,1.360849,1.065973,0.259149,0.180435,-0.375883,-0.142331,-0.212371,-0.717258,0.604189,1.110265,-0.003224,-0.077643,-0.409061,-0.549661,-0.053308,-0.997447,-0.616255,-0.611886,-0.30462,-0.764255,-0.688864,-0.500337,-0.244149,Home
1.520853,1.284668,0.632991,-0.23108,0.404156,-0.488912,-0.636798,-0.692773,2.49653,0.454026,-0.632404,-0.519267,-0.203947,1.074156,0.771889,0.447291,0.083432,0.016274,0.553723,-0.65879,-0.949655,0.915327,0.679239,0.851134,2.605777,-0.17126,1.062605,0.365993,-0.212371,0.175433,-0.677762,-1.53557,-0.930203,-0.077643,1.330014,-0.183856,-0.053308,0.422187,0.211658,-0.611886,-0.30462,-0.764255,0.439617,1.443539,-0.244149,Home
-0.965421,0.175533,-0.401504,-1.447292,-0.343462,-0.024244,-0.636798,-0.692773,0.258217,-0.771631,2.566708,-0.519267,-0.203947,-0.931168,-1.14223,-2.025711,-0.895621,-1.445879,0.553723,-0.65879,0.82324,0.106237,-0.002371,-0.910542,-0.914165,0.004587,-0.735505,-0.904817,-0.493739,0.175433,-0.677762,-0.779617,-0.003224,0.63667,-0.119215,-0.468371,-0.628936,-0.997447,-0.616255,-0.611886,0.686831,-0.764255,-0.688864,-0.500337,-0.244149,Away
-0.965421,0.175533,1.322655,0.377026,-0.522891,-0.024244,1.106815,0.745293,-0.114835,-0.771631,-0.632404,-0.519267,-0.203947,0.472559,0.532624,0.996847,0.083432,0.308705,0.097576,0.803775,-1.658812,0.106237,1.020044,-0.781639,-0.914165,0.883825,-0.375883,-0.904817,-1.337842,1.068125,-0.677762,-0.401641,-0.930203,-1.149111,0.460477,-0.590306,-1.132611,0.422187,-0.616255,-0.611886,-0.965587,-0.764255,1.568098,-0.500337,-0.244149,Home
-0.513371,-0.933602,-0.229088,-0.839186,-0.403272,-0.95358,-0.636798,0.745293,-1.233992,-0.771631,-0.632404,-0.519267,-0.203947,-1.332232,-0.902965,-0.926599,-0.895621,-1.153448,-0.814718,-0.65879,0.82324,-1.107397,-0.002371,-1.12538,0.259149,-1.578041,-0.735505,-1.158979,-1.056475,-0.270912,-0.677762,0.732288,-0.930203,-0.077643,0.025708,-0.915465,-0.341122,0.422187,-0.616255,-0.611886,-0.965587,0.307566,-0.688864,-0.500337,-0.244149,Home
-0.513371,0.175533,-0.229088,-0.839186,0.224728,-0.95358,-0.636798,-0.692773,0.631269,-0.771631,0.433967,-0.519267,-0.203947,-0.530103,0.054095,-0.102265,-0.895621,-0.861018,-1.727011,0.803775,0.114082,0.106237,-0.002371,-0.180091,-0.914165,-1.226346,0.16355,-0.142331,0.068996,1.068125,0.604189,-1.157594,-0.003224,0.63667,-0.119215,0.629042,0.234506,0.422187,-0.616255,0.812545,0.686831,-0.764255,-0.688864,1.443539,3.65545,Away
1.746878,-0.933602,0.805407,-0.23108,-0.193939,-0.024244,-0.636798,0.745293,1.004321,-0.771631,-0.632404,-0.519267,-0.203947,-0.730635,-0.424435,-0.377043,-0.895621,-0.276156,-0.814718,-0.65879,-0.595076,0.510782,-0.002371,-0.738671,1.432463,-0.522955,1.242416,1.890965,1.194467,-0.270912,-0.677762,0.732288,1.850734,-1.149111,0.170631,0.710332,0.738181,-0.997447,-0.616255,-0.611886,-1.29607,-0.764255,-0.688864,-0.500337,-0.244149,Away
-0.513371,0.175533,-1.436,-0.23108,-0.104225,-0.95358,-0.636798,-0.692773,0.631269,-0.771631,-0.632404,-0.519267,-0.203947,-0.730635,-1.14223,-0.926599,1.062485,-0.276156,1.009869,-0.65879,0.114082,0.510782,-1.024785,0.034748,0.259149,-0.347108,-1.095128,-1.158979,-1.056475,-1.163604,-0.677762,-0.023665,-0.930203,-0.077643,0.315554,-1.850299,-1.420425,-0.997447,-0.616255,-0.611886,-0.965587,1.379386,-0.688864,-0.500337,-0.244149,Home
1.068803,0.175533,0.632991,-0.535133,0.643394,-0.024244,1.106815,-0.692773,0.631269,0.454026,0.433967,-0.519267,-0.203947,1.274688,1.728949,0.447291,-0.895621,-0.568587,-0.358571,-0.65879,0.468661,0.915327,0.679239,1.452682,1.432463,1.235521,2.321283,-0.396493,-0.212371,2.853507,0.604189,-0.023665,-0.930203,1.350982,0.315554,3.067738,2.249205,1.84182,3.523308,-0.611886,0.686831,1.379386,-0.688864,-0.500337,-0.244149,Away
0.164703,0.175533,2.012319,-1.143239,-0.223843,-0.95358,-0.636798,-0.692773,-0.487887,0.454026,0.433967,-0.519267,-0.203947,-0.730635,0.29336,-0.102265,-0.895621,-1.153448,-1.727011,-0.65879,-0.240497,0.106237,0.679239,-1.168348,0.259149,0.180435,0.882794,-0.396493,-0.493739,1.068125,1.886139,-0.023665,-0.930203,-0.077643,0.315554,1.604521,1.313809,0.422187,0.211658,2.236976,-0.635103,0.307566,-0.688864,-0.500337,-0.244149,Away
-0.739396,-0.933602,-0.229088,1.289185,-0.463081,-0.95358,-0.636798,0.745293,1.750425,0.454026,-0.632404,-0.519267,-0.203947,0.272026,-0.6637,-0.102265,3.020591,1.185997,2.37831,-0.65879,-0.949655,2.128961,-1.706395,0.292554,2.605777,0.356283,-0.915317,-1.158979,-1.337842,-1.163604,1.886139,0.732288,-0.930203,0.63667,-0.409061,-1.19998,-1.348472,-0.997447,-0.616255,-0.611886,0.025864,-0.764255,-0.688864,-0.500337,-0.244149,Home
-1.191446,0.175533,0.28816,0.681079,-0.134129,0.905093,2.850427,-0.692773,-0.487887,1.679683,-0.632404,-0.519267,-0.203947,0.873624,-0.18517,0.722069,0.083432,0.308705,0.553723,2.266341,-0.595076,-0.702853,-0.002371,0.292554,1.432463,0.180435,0.523172,-0.904817,0.068996,2.407162,1.886139,-1.157594,-0.930203,0.279513,0.025708,0.344528,-0.485029,-0.524236,0.211658,-0.611886,0.356347,-0.764255,-0.688864,-0.500337,-0.244149,Home
1.520853,0.175533,0.977823,-1.143239,-0.134129,-0.95358,-0.636798,0.745293,-0.487887,-0.771631,-0.632404,-0.519267,-0.203947,-0.931168,-0.424435,-1.201377,0.083432,-1.153448,-1.270865,0.803775,0.114082,0.915327,-0.002371,-0.781639,-0.914165,-1.578041,1.422227,1.890965,2.319938,0.175433,0.604189,-0.401641,0.923755,-1.506267,0.605399,0.141303,0.162552,-0.997447,-0.616255,0.812545,-1.29607,-0.764255,-0.688864,-0.500337,-0.244149,Away
2.424953,0.175533,2.701983,1.289185,0.673299,1.369761,-0.636798,0.745293,-1.607044,0.454026,-0.632404,-0.519267,-0.203947,2.076818,1.968214,1.546403,-0.895621,1.185997,0.097576,2.266341,1.177818,-1.511942,1.020044,1.581585,-0.914165,3.697387,3.220338,2.653451,3.726776,1.51447,1.886139,-0.779617,-0.930203,1.350982,-0.264138,1.68581,1.74553,2.788242,5.179133,-0.611886,-0.30462,1.379386,-0.688864,-0.500337,-0.244149,Away
-0.739396,1.284668,-0.229088,0.377026,-0.463081,-0.95358,-0.636798,-0.692773,-0.487887,0.454026,-0.632404,-0.519267,-0.203947,-0.530103,-0.6637,0.447291,0.083432,0.308705,-0.358571,-0.65879,-0.949655,-1.511942,0.679239,-1.12538,0.259149,0.180435,-0.196072,-0.142331,-0.493739,0.175433,1.886139,1.110265,-0.930203,-0.434799,-0.698906,0.060013,-0.556983,0.422187,1.03957,0.812545,0.686831,-0.764255,0.439617,-0.500337,-0.244149,Home
2.198928,-0.933602,2.184735,-0.839186,-0.07432,-0.95358,-0.636798,0.745293,-1.233992,-0.771631,0.433967,-0.519267,-0.203947,-0.730635,-0.424435,-0.926599,0.083432,-0.861018,-0.814718,0.803775,-0.240497,-1.511942,2.042458,-0.910542,0.259149,-0.17126,1.602038,1.890965,1.194467,-0.270912,-0.677762,0.354312,-0.003224,-0.077643,0.170631,1.198071,1.961391,-0.524236,-0.616255,0.812545,-1.29607,2.451207,-0.688864,-0.500337,-0.244149,Away
-0.513371,-0.933602,0.115744,-0.535133,-0.792033,-0.024244,-0.636798,-0.692773,1.377373,0.454026,0.433967,-0.519267,-0.203947,-1.733297,-2.099289,-1.476155,0.083432,-0.568587,-0.358571,0.803775,-0.595076,0.106237,-0.683981,-1.812863,0.259149,-1.402193,-0.555694,-0.904817,-1.056475,0.175433,-0.677762,-0.023665,-0.930203,0.993826,-0.264138,-1.078045,-1.348472,0.422187,-0.616255,-0.611886,0.686831,-0.764255,-0.688864,-0.500337,-0.244149,Home
-0.965421,-0.933602,-1.263584,-0.839186,-0.253748,-0.95358,-0.636798,-0.692773,1.004321,-0.771631,0.433967,-0.519267,-0.203947,-0.329571,0.29336,-0.102265,0.083432,-0.861018,-1.270865,-0.65879,0.82324,-0.298308,-0.002371,-1.426154,-0.914165,-0.347108,-0.915317,-0.650655,-0.775107,-1.163604,-0.677762,1.488241,-0.930203,-0.434799,-0.698906,-0.549661,-0.269169,0.422187,0.211658,-0.611886,-0.965587,0.307566,-0.688864,-0.500337,-0.244149,Away
0.164703,0.175533,-0.056672,1.289185,0.434061,-0.95358,-0.636798,0.745293,0.258217,0.454026,-0.632404,-0.519267,-0.203947,1.074156,0.771889,1.271625,0.083432,0.893566,0.553723,2.266341,-1.304233,0.106237,0.679239,1.452682,1.432463,0.53213,-0.375883,0.111831,-0.212371,-1.163604,0.604189,-0.023665,0.923755,0.993826,-0.409061,0.141303,0.234506,0.422187,-0.616255,-0.611886,0.356347,0.307566,1.568098,-0.500337,-0.244149,Home
0.616753,-0.933602,0.460575,0.681079,0.374251,2.763766,1.978621,-0.692773,-0.487887,1.679683,-0.632404,-0.519267,-0.203947,1.274688,0.532624,0.722069,0.083432,0.893566,1.466016,-0.65879,0.114082,-0.298308,-0.002371,1.49565,0.259149,0.004587,1.422227,0.874317,1.757202,1.960816,-0.677762,-1.53557,-0.930203,0.63667,0.170631,0.547752,-0.053308,2.315031,3.523308,2.236976,0.686831,0.307566,0.439617,-0.500337,-0.244149,Away
-0.513371,1.284668,-0.746336,0.681079,-0.253748,-0.024244,-0.636798,-0.692773,1.004321,0.454026,-0.632404,-0.519267,-0.203947,0.071494,0.29336,-0.377043,1.062485,0.601136,0.097576,-0.65879,-0.240497,2.128961,-0.683981,-0.609768,-0.914165,-1.226346,-0.555694,-0.396493,0.350364,-0.270912,0.604189,-0.779617,-0.003224,-0.791955,0.460477,-0.021277,0.234506,0.895398,0.211658,-0.611886,-0.30462,-0.764255,0.439617,-0.500337,-0.244149,Home
-0.513371,0.175533,-0.746336,1.593238,-0.044415,1.369761,1.106815,0.745293,-0.860939,1.679683,-0.632404,-0.519267,-0.203947,1.274688,1.011154,1.271625,0.083432,1.478428,0.553723,2.266341,0.114082,-0.702853,0.338434,0.464425,1.432463,1.587216,-0.375883,-0.904817,0.068996,0.175433,0.604189,0.732288,-0.003224,-0.077643,-0.119215,0.263238,0.450367,-0.051025,-0.616255,-0.611886,-0.30462,1.379386,0.439617,-0.500337,3.65545,Home
