"1","61.7801"
"2","61.7801"
"3","61.7801"
"4","61.7801"
"5","61.7801"
"6","61.7801"
"7","61.7801"
"8","61.7801"
"9","61.7801"
"10","61.7801"
"11","67.53927"
"12","67.53927"
"13","67.53927"
"14","67.53927"
"15","67.53927"
"16","67.53927"
"17","67.53927"
"18","67.53927"
"19","67.53927"
"20","67.53927"
"21","67.53927"
"22","67.53927"
"23","67.53927"
"24","67.53927"
"25","67.53927"
"26","67.53927"
"27","67.53927"
"28","67.53927"
"29","67.53927"
"30","67.53927"
"31","68.58639"
"32","68.58639"
"33","68.58639"
"34","68.58639"
"35","68.58639"
"36","68.58639"
"37","68.58639"
"38","68.58639"
"39","68.58639"
"40","68.58639"
"41","68.58639"
"42","68.58639"
"43","68.58639"
"44","68.58639"
"45","68.58639"
"46","68.58639"
"47","68.58639"
"48","68.58639"
"49","68.58639"
"50","68.58639"
"51","68.58639"
"52","68.58639"
"53","68.58639"
"54","68.58639"
"55","68.58639"
"56","68.58639"
"57","68.58639"
"58","68.58639"
"59","68.58639"
"60","68.58639"
"61","68.58639"
"62","68.58639"
"63","68.58639"
"64","68.58639"
"65","68.58639"
"66","68.58639"
"67","68.58639"
"68","68.58639"
"69","68.58639"
"70","68.58639"
"71","68.58639"
"72","68.58639"
"73","68.58639"
"74","68.58639"
"75","68.58639"
"76","68.58639"
"77","68.58639"
"78","68.58639"
"79","68.58639"
"80","68.58639"
"81","68.58639"
"82","68.58639"
"83","68.58639"
"84","68.58639"
"85","68.58639"
"86","68.58639"
"87","68.58639"
"88","68.58639"
"89","68.58639"
"90","68.58639"
"91","68.58639"
"92","68.58639"
"93","68.58639"
"94","68.58639"
"95","68.58639"
"96","68.58639"
"97","68.58639"
"98","68.58639"
"99","68.58639"
"100","68.58639"
"101","68.58639"
"102","68.58639"
"103","68.58639"
"104","68.58639"
"105","68.58639"
"106","68.58639"
"107","68.58639"
"108","68.58639"
"109","68.58639"
"110","68.58639"
"111","68.58639"
"112","68.58639"
"113","68.58639"
"114","68.58639"
"115","68.58639"
"116","68.58639"
"117","68.58639"
"118","68.58639"
"119","68.58639"
"120","68.58639"
"121","68.58639"
"122","68.58639"
"123","68.58639"
"124","68.58639"
"125","68.58639"
"126","68.58639"
"127","68.58639"
"128","68.58639"
"129","68.58639"
"130","71.20419"
"131","71.20419"
"132","71.20419"
"133","71.20419"
"134","71.20419"
"135","71.20419"
"136","71.20419"
"137","71.20419"
"138","71.20419"
"139","71.20419"
"140","71.20419"
"141","71.20419"
"142","71.20419"
"143","71.20419"
"144","71.20419"
"145","71.20419"
"146","71.20419"
"147","71.20419"
"148","71.20419"
"149","71.20419"
"150","71.20419"
"151","71.20419"
"152","71.20419"
"153","71.20419"
"154","71.20419"
"155","71.20419"
"156","71.20419"
"157","71.20419"
"158","71.20419"
"159","71.20419"
"160","71.20419"
"161","71.20419"
"162","71.20419"
"163","71.20419"
"164","71.20419"
"165","71.20419"
"166","71.20419"
"167","71.20419"
"168","71.20419"
"169","71.20419"
"170","71.20419"
"171","71.20419"
"172","71.20419"
"173","71.20419"
"174","71.20419"
"175","72.77487"
"176","72.77487"
"177","72.77487"
"178","72.77487"
"179","72.77487"
"180","72.77487"
"181","72.77487"
"182","72.77487"
"183","72.77487"
"184","72.77487"
"185","72.77487"
"186","72.77487"
"187","72.77487"
"188","72.77487"
"189","72.77487"
"190","72.77487"
"191","72.77487"
"192","72.77487"
"193","72.77487"
"194","72.77487"
"195","72.77487"
"196","72.77487"
"197","72.77487"
"198","72.77487"
"199","72.77487"
"200","72.77487"
"201","72.77487"
"202","72.77487"
"203","72.77487"
"204","72.77487"
"205","72.77487"
"206","72.77487"
"207","72.77487"
"208","72.77487"
"209","72.77487"
"210","72.77487"
"211","72.77487"
"212","72.77487"
"213","72.77487"
"214","72.77487"
"215","72.77487"
"216","73.82199"
"217","73.82199"
"218","73.82199"
"219","73.82199"
"220","73.82199"
"221","73.82199"
"222","73.82199"
"223","73.82199"
"224","73.82199"
"225","73.82199"
"226","73.82199"
"227","73.82199"
"228","73.82199"
"229","73.82199"
"230","73.82199"
"231","73.82199"
"232","73.82199"
"233","73.82199"
"234","73.82199"
"235","73.82199"
"236","73.82199"
"237","73.82199"
"238","73.82199"
"239","73.82199"
"240","73.82199"
"241","73.82199"
"242","73.82199"
"243","73.82199"
"244","73.82199"
"245","73.82199"
"246","73.82199"
"247","73.82199"
"248","73.82199"
"249","73.82199"
"250","73.82199"
"251","73.82199"
"252","73.82199"
"253","73.82199"
"254","73.82199"
"255","73.82199"
"256","73.82199"
"257","73.82199"
"258","73.82199"
"259","73.82199"
"260","73.82199"
"261","73.82199"
"262","73.82199"
"263","73.82199"
"264","73.82199"
"265","73.82199"
"266","73.82199"
"267","73.82199"
"268","73.82199"
"269","73.82199"
"270","73.82199"
"271","73.82199"
"272","73.82199"
"273","73.82199"
"274","73.82199"
"275","73.82199"
"276","73.82199"
"277","73.82199"
"278","73.82199"
"279","73.82199"
"280","73.82199"
"281","73.82199"
"282","73.82199"
"283","73.82199"
"284","73.82199"
"285","73.82199"
"286","73.82199"
"287","73.82199"
"288","73.82199"
"289","73.82199"
"290","73.82199"
"291","73.82199"
"292","73.82199"
"293","73.82199"
"294","73.82199"
"295","73.82199"
"296","73.82199"
"297","73.82199"
"298","73.82199"
"299","73.82199"
"300","73.82199"
"301","73.82199"
"302","73.82199"
"303","73.82199"
"304","73.82199"
"305","73.82199"
"306","73.82199"
"307","73.82199"
"308","73.82199"
"309","73.82199"
"310","73.82199"
"311","73.82199"
"312","73.82199"
"313","73.82199"
"314","73.82199"
"315","73.82199"
"316","73.82199"
"317","73.82199"
"318","73.82199"
"319","73.82199"
"320","73.82199"
"321","73.82199"
"322","73.82199"
"323","73.82199"
"324","73.82199"
"325","73.82199"
"326","73.82199"
"327","73.82199"
"328","73.82199"
"329","73.82199"
"330","73.82199"
"331","73.82199"
"332","73.82199"
"333","73.82199"
"334","73.82199"
"335","73.82199"
"336","73.82199"
"337","73.82199"
"338","73.82199"
